catalog,po,line,severity,rule,message,source,plural_source,translations,findings_in_same_entry
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,883,info,ellipsis,Use typographic ellipsis (…) instead of three dots (...),"Array of virtual function descriptors. Each VF descriptor is a dictionary mapping attribute names to GVariant values. The 'index' entry is mandatory for each VF. When represented as string a VF is in the form: ""INDEX [ATTR=VALUE[ ATTR=VALUE]...]"". for example: ""2 mac=00:11:22:33:44:55 spoof-check=true"". Multiple VFs can be specified using a comma as separator. Currently, the following attributes are supported: mac, spoof-check, trust, min-tx-rate, max-tx-rate, vlans. The ""vlans"" attribute is represented as a semicolon-separated list of VLAN descriptors, where each descriptor has the form ""ID[.PRIORITY[.PROTO]]"". PROTO can be either 'q' for 802.1Q (the default) or 'ad' for 802.1ad.",,"{""None"": ""Uppsättning av virtuella funktionsbeskrivningar. Varje VF-deskriptor är en ordbok som mappar attributnamn till GVariant-värden. \""Index\""-posten är obligatorisk för varje VF. När den representeras som sträng är en VF i formen: \""INDEX [ATTR=VÄRDE[ ATTR=VÄRDE]...]\"". till exempel: \""2 mac=00:11:22:33:44:55 spoof-check=true\"". Flera VF kan specificeras med ett kommatecken som avgränsare. För närvarande stöds följande attribut: mac, spoof-check, trust, min-tx-rate, max-tx-rate, vlans. \""vlans\""-attributet representeras som en semikolonseparerad lista över VLAN-deskriptorer, där varje deskriptor har formen \""ID[.PRIORITET[.PROTO]]\"". PROTO kan vara antingen ”q” för 802.1Q (standard) eller ”ad” för 802.1ad.""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1075,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<default>'], translation has []",Channel (<default|0-26>),,"{""None"": ""Kanal (<standardvärde|0-26>)""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1102,info,mixed-quotes,Translation has mixed quote styles,"Configure IPv6 Privacy Extensions for SLAAC, described in RFC4941.  If enabled, it makes the kernel generate a temporary IPv6 address in addition to the public one generated from MAC address via modified EUI-64.  This enhances privacy, but could cause problems in some applications, on the other hand.  The permitted values are: -1: unknown, 0: disabled, 1: enabled (prefer public address), 2: enabled (prefer temporary addresses). Having a per-connection setting set to ""-1"" (unknown) means fallback to global configuration ""ipv6.ip6-privacy"". If also global configuration is unspecified or set to ""-1"", fallback to read ""/proc/sys/net/ipv6/conf/default/use_tempaddr"". Note that this setting is distinct from the Stable Privacy addresses that can be enabled with the ""addr-gen-mode"" property's ""stable-privacy"" setting as another way of avoiding host tracking with IPv6 addresses.",,"{""None"": ""Konfigurera IPv6 Privacy Extension för SLAAC, beskrivet i RFC4941. Om aktiverat gör det att kärnan genererar en tillfällig IPv6-adress utöver den offentliga, genererad från MAC-adresser via modifierad EUI-64. Detta förbättrar sekretessen men kan å andra sidan orsaka problem i en del program. Tillåtna värden är: -1: okänd, 0: inaktiverad, 1: aktiverad (föredra öppna adresser), 2: aktiverad (föredra tillfälliga adresser). Att ha en anslutningsberoende inställning satt till ”-1” (okänd) innebär att falla tillbaka till globala konfigurationen ”ipv6.ip6-privacy”. Om också den globala konfigurationen ej är satt eller satt till -1, fall tillbaka till /proc/sys/net/ipv6/conf/default/use_tempaddr\"". Observera att denna inställning är distinkt från Stable Privacy-adresser som kan aktiveras med inställningen ”stable-privacy” för egenskapen ”addr-gen-mode” som ett annat sätt att undvika värdspårning med IPv6-adresser.""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1201,info,numeric-mismatch,Numbers {'2'} from source missing in translation,"Contains the ""phase 2"" client certificate if used by the EAP method specified in the ""phase2-auth"" or ""phase2-autheap"" properties. Certificate data is specified using a ""scheme""; two are currently supported: blob and path. When using the blob scheme (which is backwards compatible with NM 0.7.x) this property should be set to the certificate's DER encoded data. When using the path scheme, this property should be set to the full UTF-8 encoded path of the certificate, prefixed with the string ""file://"" and ending with a terminating NUL byte. This property can be unset even if the EAP method supports CA certificates, but this allows man-in-the-middle attacks and is NOT recommended.",,"{""None"": ""Innehåller ”phase2”-klient-certifikatet om använt av EAP-metoden specificerad i egenskaperna ”phase2-auth” eller ”phase2-autheap”. Certifikatdata är specificerat med ett ”schema”; två sådana stöds: blob och path. Vid användning av blob-schemat (som är bakåtkompatibelt med NM 0.7.x) ska denna egenskap sättas till certifikatets DER-kodade data. Vid användning av path-schemat ska denna egenskap sättas till hela den UTF-8-kodade sökvägen för certifikatet, prefixad med strängen ”file://” och avslutas med en NUL-byte. Denna egenskap kan tas bort även om EAP-metoden stödjer CA-certifikat, men detta möjliggör man-i-mitten-attacker och är INTE rekommenderat.""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1204,info,numeric-mismatch,Numbers {'2'} from source missing in translation,"Contains the ""phase 2"" inner private key when the ""phase2-auth"" or ""phase2-autheap"" property is set to ""tls"". Key data is specified using a ""scheme""; two are currently supported: blob and path. When using the blob scheme and private keys, this property should be set to the key's encrypted PEM encoded data. When using private keys with the path scheme, this property should be set to the full UTF-8 encoded path of the key, prefixed with the string ""file://"" and ending with a terminating NUL byte. When using PKCS#12 format private keys and the blob scheme, this property should be set to the PKCS#12 data and the ""phase2-private-key-password"" property must be set to password used to decrypt the PKCS#12 certificate and key. When using PKCS#12 files and the path scheme, this property should be set to the full UTF-8 encoded path of the key, prefixed with the string ""file://"" and ending with a terminating NUL byte, and as with the blob scheme the ""phase2-private-key-password"" property must be set to the password used to decode the PKCS#12 private key and certificate.",,"{""None"": ""Innehåller privat inre ”phase2”-nyckel om egenskapen ”phase2-auth” eller ”phase2-autheap” är satt till ”tls”. Nyckeldata är specificerat med ett ”schema”; två sådana stöds: blob och path. Vid användning av blob-schemat och privata nycklar ska denna egenskap sättas till nyckelns krypterade PEM-kodade data. Vid användning av privata nycklar med path-schemat ska denna egenskap sättas till hela den UTF-8-kodade sökvägen för nyckeln, prefixad med strängen ”file://” och avslutas med en NUL-byte. Vid användning av privata nycklar i PKCS#12-format och blob-schemat ska denna egenskap sättas till PKCS#12-data och egenskapen ”phase2-private-key-password” måste sättas till lösenordet använt för att dekryptera PKCS#12-certifikat och nyckel. Vid användning av PKCS#12 och path-schemat ska denna egenskap sättas till hela UTF-8-kodade sökvägen för nyckeln, prefixad med strängen ”file://” och avslutas med en NUL-byte, och precis som för blob-schemat med egenskapen ”phase2-private-key-password” sättas till lösenordet för att avkoda den privata PKCS#12-nyckeln samt certifikatet.""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1213,info,mixed-quotes,Translation has mixed quote styles,"Contains the private key when the ""eap"" property is set to ""tls"". Key data is specified using a ""scheme""; two are currently supported: blob and path. When using the blob scheme and private keys, this property should be set to the key's encrypted PEM encoded data. When using private keys with the path scheme, this property should be set to the full UTF-8 encoded path of the key, prefixed with the string ""file://"" and ending with a terminating NUL byte. When using PKCS#12 format private keys and the blob scheme, this property should be set to the PKCS#12 data and the ""private-key-password"" property must be set to password used to decrypt the PKCS#12 certificate and key. When using PKCS#12 files and the path scheme, this property should be set to the full UTF-8 encoded path of the key, prefixed with the string ""file://"" and ending with a terminating NUL byte, and as with the blob scheme the ""private-key-password"" property must be set to the password used to decode the PKCS#12 private key and certificate. WARNING: ""private-key"" is not a ""secret"" property, and thus unencrypted private key data using the BLOB scheme may be readable by unprivileged users.  Private keys should always be encrypted with a private key password to prevent unauthorized access to unencrypted private key data.",,"{""None"": ""Innehåller privata nyckeln om egenskapen ”eap” är satt till ”tls”. Nyckeldata är specificerat med ett ”schema”; två sådana stöds för tillfället: blob och path. Vid användning av blob-schemat och privata nycklar ska denna egenskap sättas till nyckelns krypterade PEM-kodade data. Vid användning av privata nycklar med path-schemat ska denna egenskap sättas till hela den UTF-8-kodade sökvägen för nyckeln, prefixad med strängen ”file://” och avslutas med en NUL-byte. Vid användning av privata nycklar i PKCS#12-format och blob-schemat ska denna egenskap sättas till PKCS#12-data, och egenskapen ”private-key-password” måste sättas till lösenordet använt för att dekryptera PKCS#12-certifikat och nyckel. Vid användning av PKCS#12 och path-schemat ska denna egenskap sättas till hela UTF-8-kodade sökvägen för nyckeln, prefixad med strängen ”file://” och avslutande med en NUL-byte, och precis som för blob-schemat med egenskapen ”private-key-password sättas till lösenordet för att avkoda privat PKCS#12-nyckel samt certifikat. VARNING: \""private-key\"" är inte en \""hemlig\"" egenskap och sålunda kan okrypterad privat nyckeldata med BLOB-schemat kanske läsas av oprivilegierade användare. Privata nycklar ska alltid krypteras med ett privat nyckellösenord för att förhindra otillåten åtkomst till okrypterad privat nyckeldata.""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1606,warning,repeated-words,Repeated word: 'den',"Enable and disable the IPv4 link-local configuration independently of the ipv4.method configuration. This allows a link-local address (169.254.x.y/16) to be obtained in addition to other addresses, such as those manually configured or obtained from a DHCP server. When set to ""auto"", the value is dependent on ""ipv4.method"". When set to ""default"", it honors the global connection default, before falling back to ""auto"". Note that if ""ipv4.method"" is ""disabled"", then link local addressing is always disabled too. The default is ""default"".",,"{""None"": ""Aktivera och inaktivera IPv4-länklokalkonfigurationen oberoende av ipv4.method-konfigurationen. Detta gör att en länklokal adress (169.254.x.y/16) kan erhållas utöver andra adresser, till exempel de som är manuellt konfigurerade eller hämtade från en DHCP-server. När inställt på \""auto\"" är värdet beroende av \""ipv4.metod\"". När den är inställd på \""standard\"", respekterar den den globala anslutningsstandarden, innan den faller tillbaka till \""auto\"". Observera att om \""ipv4.method\"" är \""inaktiverad\"", så är länklokaladressering alltid inaktiverad också. Standard är \""default\"".""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1606,warning,duplicate-words,Duplicate word: 'den',"Enable and disable the IPv4 link-local configuration independently of the ipv4.method configuration. This allows a link-local address (169.254.x.y/16) to be obtained in addition to other addresses, such as those manually configured or obtained from a DHCP server. When set to ""auto"", the value is dependent on ""ipv4.method"". When set to ""default"", it honors the global connection default, before falling back to ""auto"". Note that if ""ipv4.method"" is ""disabled"", then link local addressing is always disabled too. The default is ""default"".",,"{""None"": ""Aktivera och inaktivera IPv4-länklokalkonfigurationen oberoende av ipv4.method-konfigurationen. Detta gör att en länklokal adress (169.254.x.y/16) kan erhållas utöver andra adresser, till exempel de som är manuellt konfigurerade eller hämtade från en DHCP-server. När inställt på \""auto\"" är värdet beroende av \""ipv4.metod\"". När den är inställd på \""standard\"", respekterar den den globala anslutningsstandarden, innan den faller tillbaka till \""auto\"". Observera att om \""ipv4.method\"" är \""inaktiverad\"", så är länklokaladressering alltid inaktiverad också. Standard är \""default\"".""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1715,info,ellipsis,Use typographic ellipsis (…) instead of three dots (...),"Enter a list of IPv4 routing rules formatted as:
  priority [prio] [from [src]] [to [dst]], ,...

",,"{""None"": ""Ange en lista över IPv4-routingregler formaterade som:\npriority [prio] [from [src]] [to [dst]], ,...\n\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1767,info,ellipsis,Use typographic ellipsis (…) instead of three dots (...),"Enter a list of IPv6 routing rules formatted as:
  priority [prio] [from [src]] [to [dst]], ,...

",,"{""None"": ""Ange en lista över IPv6-routingregler formaterade som:\n  priority [prio] [from [src]] [to [dst]], ,...\n\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1776,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<value>', '<value>'], translation has []","Enter a list of S/390 options formatted as:
  option = <value>, option = <value>,...
Valid options are: %s
",,"{""None"": ""Ange en lista över S/390-flaggor formaterade som:\n  flagga = <värde>, flagga = <värde>,…\nGiltiga flaggor är: %s\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1785,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<value>', '<value>'], translation has []","Enter a list of bonding options formatted as:
  option = <value>, option = <value>,... 
Valid options are: %s
'mode' can be provided as a name or a number:
balance-rr    = 0
active-backup = 1
balance-xor   = 2
broadcast     = 3
802.3ad       = 4
balance-tlb   = 5
balance-alb   = 6

Example: mode=2,miimon=120
",,"{""None"": ""Ange en lista över kombineringsmöjligheter formaterade som:\n  flagga = <värde>, flagga = <värde>,… \nGiltiga flaggor är: %s\n”mode” kan ges som namn eller nummer:\nbalance-rr    = 0\nactive-backup = 1\nbalance-xor   = 2\nbroadcast     = 3\n802.3ad       = 4\nbalance-tlb   = 5\nbalance-alb   = 6\n\nExempel: mode=2,miimon=120\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1858,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<user>', '<user>'], translation has []","Enter a list of user permissions. This is a list of user names formatted as:
  [user:]<user name 1>, [user:]<user name 2>,...
The items can be separated by commas or spaces.

Example: alice bob charlie
",,"{""None"": ""Mata in en lista av användarrättigheter. Det är en lista av användarnamn formaterade som:\n  [user:]<användarnamn 1>, [user:]<användarnamn 2>,…\nObjekten kan separeras med komman eller blanksteg.\n\nExempel: anders maria sebastian\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1904,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<file>'], translation has []","Enter file path to CA certificate (optionally prefixed with file://).
  [file://]<file path>
Note that nmcli does not support specifying certificates as raw blob data.
Example: /home/cimrman/cacert.crt
",,"{""None"": ""Ange filsökväg till CA-certifikat (valfritt med prefixet file://).\n  [file://]<filsökväg>\nObservera att nmcli inte stödjer att ange certifikat som rå blob-data.\nExempel: /home/cimrman/cacert.crt\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1915,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<file>'], translation has []","Enter file path to CA certificate for inner authentication (optionally prefixed
with file://).
  [file://]<file path>
Note that nmcli does not support specifying certificates as raw blob data.
Example: /home/cimrman/ca-zweite-phase.crt
",,"{""None"": ""Ange filsökväg till CA-certifikat för inre autentisering (valfritt med prefixet\nfile://).\n  [file://]<filsökväg>\nObservera att nmcli inte stödjer att ange certifikat som rå blob-data.\nExempel: /home/cimrman/ca-zweite-phase.crt\n""}",
locale-langpack/NetworkManager,po/locale-langpack/NetworkManager.po,1928,warning,xml-tags-mismatch,"XML/HTML tags mismatch: source has ['<file>'], translation has []","Enter file path to client certificate (optionally prefixed with file://).
  [file://]<file path>
Note that nmcli does not support specifying certificates as raw blob data.
Example: /home/cimrman/jara.crt
",,"{""None"": ""Ange filsökväg till klientcertifikat (valfritt prefixad med file://).\n  [file://]<filsökväg>\nObservera att nmcli inte stödjer att ange certifikat som rå blob-data.\nExempel: /home/cimrman/jara.crt\n""}",
